Minisector,PER,SAI,Fastest
0,322.7485512347826,316.29311873469544,PER
1,332.7957520969697,323.9634056347826,PER
2,336.68856100705545,327.33134923174606,PER
3,194.08396490094933,207.49878666008064,SAI
4,115.44310148218673,113.9108594738495,PER
5,265.8776974586886,260.95406741105575,PER
6,304.48386384926175,296.89105697315927,PER
7,320.1615896266137,312.9461228363978,PER
8,275.4667317250168,291.0907475294761,SAI
9,137.49577418244232,140.0824637863653,SAI
10,217.2739895426178,219.13838448484847,SAI
11,209.7885450329181,209.42880730768098,PER
12,192.4159125542496,193.9028568554648,SAI
13,268.25301576601044,263.3764104522046,PER
14,305.94317717755746,299.54097204444446,PER
15,325.98369581449276,317.09981066666666,PER
16,264.16038487477954,267.9652869387755,SAI
17,191.4283987926126,192.79021398873658,SAI
18,267.9380570771329,264.2211484772205,PER
19,307.82844504463725,299.1919625958041,PER
20,325.2063404057971,315.7202896695652,PER
21,310.87467195038084,309.5267553985731,PER
22,201.86821452190475,201.87962933333336,SAI
23,261.9857125447827,259.52381563614097,PER
24,304.16793437681156,296.63623775085716,PER
25,316.5916650666667,308.35833386666667,PER
