Minisector,HAM,LEC,Fastest
0,315.50515737560215,316.404809053705,LEC
1,312.480654552381,313.02758877428573,LEC
2,159.68606493180633,165.46970612656085,LEC
3,162.60511095014778,163.08605785219314,LEC
4,197.5767053848456,203.9678594181818,LEC
5,149.26025359027292,149.22210769711316,HAM
6,206.40820559979386,205.26956157131823,HAM
7,275.69003931396605,274.12698005333334,HAM
8,290.05055549155554,290.7403014135873,LEC
9,282.17710584805155,282.21490643361346,LEC
10,245.56514713263158,242.81906447048448,HAM
11,243.0980661425655,247.0123017774956,LEC
12,223.86380942682513,217.6236352504972,HAM
13,173.1380465025948,177.00592125811966,LEC
14,141.4337334174615,136.90121057776472,HAM
15,130.62199874554787,129.40904863450837,HAM
16,199.22991271198654,209.4397219860534,LEC
17,265.7191885893558,268.63808770539686,LEC
18,196.5410515845792,204.1946105053576,LEC
19,114.88065453870193,115.80422932609376,LEC
20,207.80786391622559,208.10062423919192,LEC
21,186.04231637611122,190.26398520354755,LEC
22,246.15830289590644,252.0384623673344,LEC
23,277.3799006711834,280.56030132148146,LEC
24,303.0748725587954,307.1137981213382,LEC
25,314.1250005333333,,HAM
