Minisector,NOR,HAM,Fastest
0,253.10451822248342,252.82662749767223,NOR
1,218.06458803960365,208.82653924359724,NOR
2,212.8159034983492,202.41848281311374,NOR
3,263.1110624171683,253.69504388694017,NOR
4,276.4769380849879,266.47211077095005,NOR
5,291.99848800530845,284.6678572669948,NOR
6,160.45885959208275,159.2835816761684,NOR
7,183.39565520354748,182.67958856104016,NOR
8,269.8288757814133,272.6645322847118,HAM
9,296.846020779861,307.8612514646879,HAM
10,307.363416349052,324.5787318847832,HAM
11,303.6007544084474,331.3997016256945,HAM
12,108.78070653383969,111.24550087235326,HAM
13,187.29732370265566,182.9323668123773,NOR
14,268.953814552449,266.7430047730004,NOR
15,295.718076585996,293.504319151746,NOR
16,295.7243716305577,297.7354410323451,HAM
17,194.00916009466417,189.63678825464768,NOR
18,221.3817182521549,212.25633723523222,NOR
19,273.08092109545146,265.6443717829709,NOR
20,150.35220498071118,158.23638147959423,HAM
21,147.3714603949671,144.35546088627794,NOR
22,224.24314395249814,215.09005420310476,NOR
23,233.9646610437741,235.11159015602482,HAM
24,161.2627747628191,155.1650347611216,NOR
25,,226.37185901204487,HAM
