Minisector,LEC,SAI,Fastest
0,273.7352496604444,271.234992547297,LEC
1,233.77126637360936,232.77322891437979,LEC
2,112.79918262492488,109.18413132791471,LEC
3,182.17393750602966,182.65682467471345,SAI
4,182.94314911891985,170.94276323909975,LEC
5,220.41258585236412,222.53926525515527,SAI
6,271.23316393351126,270.5125873759799,LEC
7,289.1383551588304,288.09770130915354,LEC
8,185.70367896288198,170.50471051818465,LEC
9,131.19100507552082,117.09141415489361,LEC
10,138.6696033122238,140.9556375141056,SAI
11,192.71068476952084,215.41843737098003,SAI
12,218.29683374933336,192.33769009475844,LEC
13,132.6414378330421,132.2597635006366,LEC
14,145.79413269339352,114.54623428814658,LEC
15,133.6405631419166,186.07465406884432,SAI
16,248.9797670442701,258.37546929866113,SAI
17,145.16907852372813,128.3421300322537,LEC
18,194.1746796137931,193.29357977825165,LEC
19,124.05271354906226,114.39993511532572,LEC
20,132.685920029889,114.20200932818526,LEC
21,121.8072110977344,126.53876482974063,SAI
22,140.33060491910072,187.67530386382046,SAI
23,215.7142592474074,221.23278794363486,SAI
24,236.85373458295695,248.46244607319295,SAI
25,259.58729891516356,,LEC
