Minisector,VER,PER,Fastest
0,274.17855173894736,261.78073496088695,VER
1,298.22409481752385,280.33420715411256,VER
2,309.52695145016145,288.02253811266274,VER
3,127.64467644138072,127.02508054586357,VER
4,201.82562837163536,190.92721086206362,VER
5,260.0715422861153,247.5224866783657,VER
6,137.56417266793653,136.7932607047104,VER
7,204.5589937263746,198.10773727502223,VER
8,254.84645155860798,256.36022638108136,PER
9,276.8245794323062,276.8494119715738,PER
10,226.52036228122842,227.87449237656568,PER
11,175.68109730925013,179.37560072613132,PER
12,189.67074274873718,186.28874105755153,VER
13,136.3502193040523,140.11568662716041,PER
14,163.7004374804489,171.27517855610924,PER
15,154.02624923530544,156.09730204629582,PER
16,212.7350431041773,213.9933366828623,PER
17,227.30874937959334,228.16139726666665,PER
18,233.73978567409884,228.43034403555555,VER
19,238.41252091657142,243.29915538644912,PER
20,140.9535766857383,145.87314706407113,PER
21,133.42293637153247,138.63473105809996,PER
22,152.772070708763,165.23114198162963,PER
23,144.1936539055376,146.3419403525541,PER
24,222.68196123784128,224.0298725170468,PER
25,,248.6736088888889,PER
