Minisector,BOT,GAS,Fastest
0,304.6892214167775,289.1583538578413,BOT
1,321.7398180651629,297.7338241896649,BOT
2,327.13949578039217,302.11708330666664,BOT
3,324.0276323368421,302.3845846933333,BOT
4,182.04980883254345,175.42891587878788,BOT
5,217.0336450652608,213.0866484946292,BOT
6,245.64492716521738,235.2681874498486,BOT
7,266.9094424588745,262.53183642588914,BOT
8,258.73505036179887,260.2239139710145,GAS
9,167.72607693672762,163.66432185855444,BOT
10,230.1712004935649,230.25142747156067,GAS
11,133.5988322561588,134.31131312757336,GAS
12,228.75623780115063,227.45705062564105,BOT
13,194.49589157357912,194.09855802673397,BOT
14,226.39569960664406,216.99580263221208,BOT
15,249.90362342028988,248.54580892851297,BOT
16,264.697050569697,261.4957555659303,BOT
17,283.97515839069723,282.53306540952383,BOT
18,164.0304239742945,167.19379156084673,GAS
19,176.28992630101754,168.63120135790712,BOT
20,148.02898557853348,144.11691343288192,BOT
21,174.98306425869657,167.46747856986798,BOT
22,116.86262608554172,113.63048003930129,BOT
23,223.9575106367617,218.42747177142857,BOT
24,270.9005678060606,267.42845607251735,BOT
25,284.44166613333334,282.04166613333336,BOT
