Minisector,HAM,STR,Fastest
0,261.9187505714286,262.45260156681246,STR
1,140.71436333714286,137.59046866492946,HAM
2,201.5655453327967,196.45729306666667,HAM
3,247.22794139607845,245.64466215145052,HAM
4,259.6766666666667,258.73437466666667,HAM
5,189.8086005452444,185.11558248311687,HAM
6,156.22633275733332,146.85506348145623,HAM
7,190.0067468407913,179.97045667878788,HAM
8,106.21776267468671,103.98465288141078,HAM
9,79.00184700328671,77.72179958962964,HAM
10,99.39287040929949,94.13981107737372,HAM
11,182.2312093750567,179.91482642073436,HAM
12,246.99229720560223,247.18235375686277,STR
13,269.41450880768684,270.8140340602262,STR
14,278.77333290666667,278.9124978488889,STR
15,123.1903975759808,122.13056397086835,HAM
16,144.60277882469134,134.11669257863088,HAM
17,195.50227238787878,199.9928568888889,STR
18,201.85078105340352,199.80858523567508,HAM
19,221.4754387649123,226.35422395213186,STR
20,136.1859843758903,132.56726989993817,HAM
21,123.65797561904762,124.29318271050144,STR
22,93.96898451349793,88.25393498349514,HAM
23,194.0928571936508,196.55714463492063,STR
24,249.94593899155302,250.8503856851541,STR
25,,262.2583328,STR
