Minisector,HAM,BOT,Fastest
0,292.1707197750567,295.1484610318559,BOT
1,302.5666453762844,305.5606515328321,BOT
2,307.50352638586145,310.34765022892225,BOT
3,307.81805556825395,310.77258773333335,BOT
4,215.03676033845122,211.49549333383248,HAM
5,232.2638348307692,229.60329205489566,HAM
6,272.8968867044291,273.69504044535705,BOT
7,277.96939505720593,281.28709659399584,BOT
8,207.38529173646947,199.37137114838708,HAM
9,165.0224549569747,160.26946764557331,HAM
10,193.36456530866153,198.59949535082924,BOT
11,264.2792339137572,266.82785903709066,BOT
12,263.9607199152772,260.7577906285714,HAM
13,240.21434666116366,239.01982846388802,HAM
14,279.2175722136646,279.8009467636364,BOT
15,189.99847802781377,183.33247997872917,HAM
16,229.35709795555556,231.35349922133332,BOT
17,256.53038596404224,242.65921579389592,HAM
18,144.89389815962053,144.0783769924677,HAM
19,246.20599401021397,250.21663179219664,BOT
20,282.4261901714286,285.9313489269841,BOT
21,266.38600708123005,250.11175600917215,HAM
22,156.77970075897434,154.46219945483443,HAM
23,222.54049781036593,226.8395861193523,BOT
24,274.69428032132504,278.52770526753244,BOT
25,281.1714285714286,,HAM
