Minisector,PER,SAI,Fastest
0,291.79608396642215,297.76874908748664,SAI
1,299.1812919744538,307.54828285537866,SAI
2,217.97603740661728,221.8678906793651,SAI
3,140.47478535483629,136.11928269751587,PER
4,219.3241519052237,220.35105420650038,SAI
5,161.76317054256694,164.29254503371453,SAI
6,169.2035304816357,166.53374081544126,PER
7,252.33748954138647,251.07461343893164,PER
8,277.53760565122445,280.67754897568625,SAI
9,285.31812507123806,291.1262254745098,SAI
10,275.8085478577857,256.30400045122246,PER
11,243.56923076923078,237.1226560977778,PER
12,244.13633871390476,240.81712137729335,PER
13,215.3898460777022,207.52112287072464,PER
14,131.66743083455503,127.80064999779822,PER
15,143.1311554399428,141.47159808120875,PER
16,170.97014448956133,165.63380777265795,PER
17,242.54541687810124,246.71228666835975,SAI
18,236.6835086677376,253.65148412533335,SAI
19,113.45713356374958,116.30860600431633,SAI
20,190.08799038308848,187.200776245549,PER
21,198.98785884381826,200.76972857971015,SAI
22,231.81033807788452,229.4158247988827,PER
23,261.4402628778625,263.0831138049123,SAI
24,279.84358473724114,284.1781195527171,SAI
25,,293.78000128,SAI
