Minisector,NOR,LEC,Fastest
0,296.0713980080145,295.04088312844476,NOR
1,308.02173225169594,307.8793441935802,NOR
2,307.0063722745092,310.0053031653333,LEC
3,192.78188646875842,179.26067366089532,NOR
4,209.4452247165088,208.48930299418373,NOR
5,205.6538997483833,199.87964147138322,NOR
6,267.20343376950956,265.70924595722244,NOR
7,253.3282616139231,232.39682871127704,NOR
8,217.62219607566624,211.97465987811142,NOR
9,205.4905370864649,206.7658816274673,LEC
10,143.0020658374785,135.06687460744004,NOR
11,201.31039235261,194.22576614188534,NOR
12,186.69949370666788,184.08281343974605,NOR
13,252.92421129701393,255.53237076516112,LEC
14,178.86926472415678,170.7344034012208,NOR
15,236.13111084990112,236.81797689993897,LEC
16,280.63725092566426,283.3072111070243,LEC
17,293.9648884742857,290.8656046237337,NOR
18,289.2693897363408,277.2803561489631,NOR
19,272.91590179646494,260.97700321632243,NOR
20,269.87058571914764,262.0081369540541,NOR
21,264.81167873061753,264.39689656806047,NOR
22,227.96962525950184,223.2108486675304,NOR
23,207.2581111817492,211.5361599766108,LEC
24,271.7165577156856,276.06716444162896,LEC
