Minisector,HAM,ALO,Fastest
0,306.4955321392073,305.01745774500745,HAM
1,320.6289904253968,320.3596708892022,HAM
2,290.9675051275782,295.8984970739459,ALO
3,107.64542079061006,107.29747213023245,HAM
4,231.76214398837604,225.30899023785105,HAM
5,270.68620132041406,269.3506904637129,HAM
6,218.507135225679,200.57784201743146,HAM
7,165.2625602996893,169.58720512571736,ALO
8,210.1999967960338,210.27363254300545,ALO
9,221.04553179523302,223.32169869208738,ALO
10,115.32231580899003,119.69367633050504,ALO
11,227.47976739779048,232.61242946620953,ALO
12,118.37546119119985,120.49891511062164,ALO
13,218.85989112017734,221.02099017665657,ALO
14,274.861382932987,273.0197513586147,HAM
15,231.4900316730543,215.13229522557342,HAM
16,199.8574057720068,203.65403484648047,ALO
17,251.42112750524575,255.486125401378,ALO
18,201.5481091664762,203.76796258445975,ALO
19,184.3363888377558,203.80404447227053,ALO
20,264.4623250820183,263.75234277626595,HAM
21,288.55889732330826,286.5757653659864,HAM
22,168.94220115033485,167.2887302684705,HAM
23,215.7606422679365,212.07674474745824,HAM
24,272.067556377547,270.99664241244074,HAM
25,285.7750016,,HAM
