Minisector,VER,LEC,Fastest
0,263.4623161025641,267.61504096117216,LEC
1,242.463494919224,244.04719215407408,LEC
2,165.87376975326393,153.02152207017716,VER
3,247.07869841558048,251.65750125569184,LEC
4,271.99168525071246,275.9210068888889,LEC
5,189.69254587851788,183.1206620010734,VER
6,123.17801765773167,117.32235093213806,VER
7,158.44067043857814,168.48553417212435,LEC
8,257.7945480044403,262.64722213333334,LEC
9,180.45584116138997,175.31236068059545,VER
10,186.1696618186334,189.84999930980393,LEC
11,256.57983045860806,257.9254335251679,LEC
12,238.63762371160496,235.07232133333332,VER
13,259.55549952,259.8440111197329,LEC
14,284.0659742726174,286.8655795478261,LEC
15,282.9485525333333,288.7651289564069,LEC
16,150.31494052479346,150.6026688614888,LEC
17,236.14466355132276,241.32782664888092,LEC
18,283.0586905419309,288.14208058964806,LEC
19,295.788945538322,300.3388257454545,LEC
20,300.23246734545455,306.00941672341315,LEC
21,306.1749349302371,312.76190468934243,LEC
22,151.16695354112554,146.32087733049624,VER
23,92.12561365321548,92.45594074752017,LEC
24,180.88157831534392,183.996569458295,LEC
25,247.12500053333332,,VER
