Minisector,LEC,GAS,Fastest
0,291.35781564773106,287.26990307145564,LEC
1,296.0592229387645,290.40652223238095,LEC
2,156.07966926550102,163.55138431180828,GAS
3,219.57361885575756,224.81785697823807,GAS
4,270.90505636029627,271.2892419242756,GAS
5,291.730780390056,290.94425517245736,LEC
6,301.0815441813853,294.7208221056685,LEC
7,164.4377060025271,175.10066511299303,GAS
8,128.36167937144154,127.06042227223065,LEC
9,249.015412236937,247.38948167896103,LEC
10,285.5117781692352,283.0693506816642,LEC
11,298.63680480000005,291.0089320036648,LEC
12,146.24250084588184,140.27415272227995,LEC
13,192.4647946899306,194.90606251031642,GAS
14,258.38414778463977,251.70300434436257,LEC
15,206.5216441405659,205.5908899228256,LEC
16,213.85823053225613,217.62180640000003,GAS
17,209.67275859986535,208.50936592250193,LEC
18,241.05856766938325,244.50947988723811,GAS
19,276.4116277992158,275.4402833682778,LEC
20,296.82632960056435,288.20375003733335,LEC
21,261.0228193988719,260.9994454065934,LEC
22,219.25538733131233,220.23086826591378,GAS
23,201.26157544691358,204.80705420704604,GAS
24,263.44728272716293,261.68220187247715,LEC
