Minisector,VER,LEC,Fastest
0,291.0999117810278,290.54726708917747,VER
1,300.9358928533333,301.04701521429075,LEC
2,305.2087718736842,305.3566144078847,LEC
3,307.33450781860483,306.5596501333333,VER
4,189.34345356039913,176.75116887995847,VER
5,224.9692073142857,215.73053964542123,VER
6,253.47087792338354,242.22299985066667,VER
7,272.65062333242633,265.9197108317304,VER
8,268.06008160360386,255.49637576827638,VER
9,177.2413692414566,167.52572384156508,VER
10,239.77348738337233,229.24180699730533,VER
11,143.64731474657376,134.76681853789657,VER
12,232.44103934688073,232.22699946666668,VER
13,202.10716335238095,192.82246314478343,VER
14,227.4622713903916,224.4410489761525,VER
15,259.0855071536232,251.5353019019368,VER
16,270.9980438784581,265.37563709017263,VER
17,286.71239104961137,285.8037980879819,VER
18,170.87389597605443,157.93261532592095,VER
19,176.1535261188551,178.6639268757338,LEC
20,151.11058453004568,147.91892553846154,VER
21,178.31489907070707,168.36192532930284,VER
22,120.49017599724503,115.98516790857416,VER
23,224.9999714016117,226.49168974019048,LEC
24,272.12803221768706,272.1943829397062,LEC
25,284.6749994666667,,VER
