Minisector,VER,LEC,Fastest
0,269.1423719471623,269.06624922245305,VER
1,289.47643242718885,291.02873452013495,LEC
2,298.76043951048206,297.73191029826216,VER
3,128.46152340888906,122.30803990793483,VER
4,195.28709145171513,183.90997680823068,VER
5,253.4258778031746,251.5331776549382,VER
6,140.19296480178593,139.39410148718298,VER
7,201.38553349004144,196.2908123993957,VER
8,257.46729092396606,252.74436244798133,VER
9,283.3996861245772,279.3305799599783,VER
10,236.79527429943965,236.2977971050293,VER
11,185.25700829547102,177.07803823731956,VER
12,183.4330721905028,180.93729031402577,VER
13,149.99518850740182,147.5649815701786,VER
14,174.80001866021504,176.10653907574076,LEC
15,163.77897728989294,159.4903393898361,VER
16,214.25927477285038,203.7813183601468,VER
17,239.37804700813186,232.66708310528824,VER
18,242.30806634855546,234.73834783131048,VER
19,249.28450711143088,250.1015469059539,LEC
20,144.25368881605914,134.71142810999805,VER
21,137.0690603917355,137.91929487273558,LEC
22,166.74389468354732,155.64603208149725,VER
23,152.97394454999272,145.84660041294396,VER
24,226.5714913466834,217.96893396710183,VER
25,,254.36666533333334,LEC
