Minisector,VER,PIA,Fastest
0,271.154147203208,276.0259317754386,PIA
1,298.95513742678,301.20754797603564,PIA
2,312.141690354215,314.57280998643273,PIA
3,318.3925923555555,321.1252232,PIA
4,323.50305055873014,322.95416666666665,VER
5,324.61701600344094,325.5904761904762,PIA
6,208.27594931474286,219.35955008689342,PIA
7,108.27507600441879,107.53908113874502,VER
8,187.47241204237207,179.91946218703154,VER
9,261.23215409938337,259.5524446042989,VER
10,289.5606693742857,290.26488659961905,PIA
11,171.557917612693,153.5844354978686,VER
12,96.09234212037258,93.94738971868962,VER
13,115.49217136607633,117.65123115268311,PIA
14,216.47388996740742,221.932777584581,PIA
15,191.91513147006594,193.05354688705236,PIA
16,226.0677137423378,222.883642054629,VER
17,182.40749459702522,181.5204232740741,VER
18,236.536113819714,241.43647824874677,PIA
19,276.32640674904064,279.6944912366578,PIA
20,252.32349063917835,257.6939330408081,PIA
21,148.22691888010883,141.859716783203,VER
22,93.64520823801789,98.44860794171403,PIA
23,126.7585236585843,125.12484288904254,VER
24,225.79081291660458,230.33437589382663,PIA
