Minisector,VER,STR,Fastest
0,304.4366204325926,306.25526416698415,STR
1,230.39292127189248,210.41510622657594,VER
2,130.12102893409525,130.02279316813048,VER
3,208.8888770874123,215.50255067204924,STR
4,262.05118551859647,263.51950987230657,STR
5,286.5388513276552,286.64723080493826,STR
6,299.66558875763735,300.9596995377778,STR
7,280.5951806577778,265.4582638397242,VER
8,171.76714071630522,167.31917824149224,VER
9,238.82368589784394,237.89201747740262,VER
10,271.09287949602697,269.6315107156661,VER
11,268.4260522964974,252.2335344206561,VER
12,221.03211649477635,208.98837319525774,VER
13,124.88433515597771,126.15467846237257,STR
14,126.57480787436354,124.41591473866283,VER
15,166.9280557203246,161.6692871417596,VER
16,124.14104517493735,133.56387496691622,STR
17,229.03514652767674,231.8637864159659,STR
18,183.42696148986695,166.53778131682387,VER
19,162.68438064744586,167.4069780839426,STR
20,245.87357417760504,247.99958617413012,STR
21,273.302208380382,275.7754689450965,STR
22,289.0044190574956,291.8530000463119,STR
23,296.77246746771243,300.4462204495238,STR
24,300.9350084454902,303.2283860779221,STR
