Minisector,SAI,PER,Fastest
0,260.90882352941173,261.46597202962965,PER
1,135.0827144802577,134.16935360000002,SAI
2,195.25463530199323,195.45545875287166,PER
3,243.91484593837535,243.84188928158224,SAI
4,259.9450385134029,261.4979365079365,PER
5,184.6173218024652,191.53226687012204,PER
6,152.57786600070546,148.92074796190474,SAI
7,185.42283182129142,185.77380952380952,PER
8,103.66576454971947,107.45122535486935,PER
9,79.1596799921428,79.52001840756306,PER
10,93.62398021485409,96.28343097919326,PER
11,179.75371397813785,178.02735494492754,SAI
12,245.2406191283469,243.65882352941176,SAI
13,267.5584126984127,266.89887409771484,SAI
14,280.10087876158485,281.45952380952383,PER
15,121.25864428464294,126.58995168673937,PER
16,142.58571820241698,135.1995440334645,SAI
17,194.93076280762193,198.5515873015873,PER
18,198.22511904761905,193.55956978787557,SAI
19,220.00119248117622,228.47037037037035,PER
20,131.83569177946262,134.9614028551588,PER
21,117.55610667740883,124.13856809227258,PER
22,93.30744299810338,88.69168099656389,SAI
23,195.80000096507933,187.46507936507936,SAI
24,246.7794159922542,242.6550200876259,SAI
25,,257.67142948571427,PER
