Minisector,VER,LEC,Fastest
0,296.7139423179487,319.78916671999997,LEC
1,239.47718769934167,244.15795351919192,LEC
2,133.50047061224916,128.2138856906404,VER
3,237.0284837618474,238.77727237171717,LEC
4,193.66087739513475,182.87930917806563,VER
5,246.7867063718944,246.51595982857143,VER
6,235.98407722857144,228.2123774117647,VER
7,259.16743017360113,258.57035365755274,VER
8,285.5376489904762,293.10977583589744,LEC
9,213.22291054124656,200.27235859743138,VER
10,205.2716970921835,205.47721606349205,LEC
11,268.7024641384516,275.17605448723924,LEC
12,214.90249898891824,204.79051007962448,VER
13,253.0954804931118,246.73359423333332,VER
14,289.5360256077637,291.3446037144465,LEC
15,297.81009612307696,314.42210166459625,LEC
16,295.158499968,320.7894096888889,LEC
17,243.92784552249435,230.16400715626418,VER
18,268.86840635164884,271.38074732873565,LEC
19,294.4661862974359,305.4101189259822,LEC
20,302.8511217641026,324.9722223111111,LEC
21,298.1116985846154,327.80158330946097,LEC
22,156.71774603834436,144.64931732776841,VER
23,234.93047240798506,233.7228612095238,VER
24,286.74148262706024,301.2411786592074,LEC
