Minisector,HAM,PER,Fastest
0,325.52435199818086,322.5801625997114,HAM
1,334.4604630602385,332.0064993443495,HAM
2,338.0723322709915,326.7301013788272,HAM
3,194.33689479111112,200.0737225139065,PER
4,135.1168648122673,132.21234073399518,HAM
5,265.9595104884656,268.0280887730403,PER
6,301.69943473902475,301.0262431403727,HAM
7,318.61387434301616,315.35976558,HAM
8,281.9876959240514,280.1185925875868,HAM
9,142.92033550209604,148.53474716462057,PER
10,231.43905467790657,220.0602637419644,HAM
11,234.03500244605246,225.01821705800864,HAM
12,207.15255671988822,201.3558868904762,HAM
13,269.3903003924387,272.639667456,PER
14,307.26145192565417,307.53186273165994,PER
15,325.49287827482993,320.1291401020952,HAM
16,276.4719768560501,274.46237236363635,HAM
17,214.4454999605346,211.6585470987755,HAM
18,280.3949155652896,276.2446492212245,HAM
19,311.49707143585374,309.70674373894735,HAM
20,326.36749404559885,321.23128566857145,HAM
21,319.64557296,306.05449777915817,HAM
22,214.41963479571427,210.4651838074459,HAM
23,271.5194623037441,265.3659857072143,HAM
24,303.97361771730715,303.862970552782,HAM
25,312.26499904,315.20357211428575,PER
