Minisector,VER,RUS,Fastest
0,291.5482581220366,280.62195599050494,VER
1,314.87677596444445,295.5902950109519,VER
2,315.8849427393939,289.2019283324445,VER
3,187.49424217510239,177.43044641196624,VER
4,221.14195666772437,223.9477781026274,RUS
5,211.6972399452058,203.73380179676954,VER
6,178.12842927238097,179.5527762356524,RUS
7,206.5869924238832,207.35540080299032,RUS
8,257.4549095821026,258.3450771425641,RUS
9,270.2975783856003,264.247557434822,VER
10,169.52043953797377,167.82666040895901,VER
11,234.93876503564485,237.56792755347763,RUS
12,125.67105923817931,122.19415973892447,VER
13,220.20778030980193,217.20450923544013,VER
14,276.1218340774839,273.10947780888114,VER
15,293.19500112118305,292.19624974545457,VER
16,212.03919818419755,220.16652085866502,RUS
17,190.14199240055444,179.36684330999412,VER
18,267.27476448854594,264.2069348148918,VER
19,290.51712552571956,289.09703383850933,VER
20,300.9118908011838,300.6457312150245,VER
21,301.86437249009526,300.33916814568545,VER
22,270.8582076453974,280.26916733201926,RUS
23,118.13473645986744,116.16273191844076,VER
24,237.69804000592924,234.37782729804988,VER
25,,266.1089273142857,RUS
