Minisector,VER,STR,Fastest
0,300.60567100770976,310.8460456293218,STR
1,247.37159486081012,222.79087236232735,VER
2,180.33501486671074,187.0139363145348,STR
3,261.2980016407499,261.58880981308226,STR
4,217.2188811308706,207.71560995268817,VER
5,111.6404539033745,104.94861837574918,VER
6,173.54282509804713,162.34470596424023,VER
7,253.00631143733997,255.06695956649847,STR
8,289.90548152087274,290.6402991033155,STR
9,308.1901664258093,317.93043917837576,STR
10,315.73519923440864,325.5746678821832,STR
11,212.70935042970174,201.57897976986885,VER
12,142.02709316173977,137.38446623667812,VER
13,253.3956714976549,254.13284934513834,STR
14,290.03898284424093,290.6067624066721,STR
15,301.2126545619753,302.61332649008347,STR
16,293.41154135965365,301.06621380869564,STR
17,251.48173892948765,249.36781724807426,VER
18,179.33043669719473,172.02736692804777,VER
19,179.11102153433967,167.39527463577863,VER
20,180.9918321187864,187.55620923290044,STR
21,239.85592459306667,238.36188409459493,VER
22,117.47965671226184,111.25515608352178,VER
23,192.82362910745516,206.77979033069124,STR
24,274.59154452844945,276.22440069718533,STR
25,290.775510156694,,VER
