Minisector,LEC,HAM,Fastest
0,309.49783859248123,293.51901485104764,LEC
1,186.42458158311982,220.6288799228689,HAM
2,225.51593465569954,227.22856807282866,HAM
3,282.4652513201436,273.3539842769649,LEC
4,233.1491409192487,253.018637088259,HAM
5,129.16583017956032,127.28145644628962,LEC
6,215.6983835900571,207.94888605396216,LEC
7,261.6006178502833,255.68831206460447,LEC
8,242.74040177177503,247.1027791386927,HAM
9,233.4922994589364,231.4391427102476,LEC
10,279.3007493787121,272.5139195259259,LEC
11,299.54034347750445,292.3987708229969,LEC
12,309.50907791040976,301.78358930526315,LEC
13,315.02505451896747,306.6216618969697,LEC
14,318.22076125483403,301.15473025254903,LEC
15,267.36924874089186,256.002254344127,LEC
16,242.3589357482958,242.46972007174602,HAM
17,287.6776490448806,277.1314758664662,LEC
18,309.0666594488889,285.3997894252819,LEC
19,160.8164619024827,160.51254988702178,LEC
20,212.34005784305006,208.0785970428543,LEC
21,204.599891987269,194.8838416994244,LEC
22,138.85433032858862,133.93193757450302,LEC
23,237.54753590884764,225.32018135795494,LEC
24,279.91873456207793,274.4088679205442,LEC
25,290.7083338666667,287.2857142857143,LEC
