Minisector,VER,RUS,Fastest
0,97.85001659064083,118.31533605540052,RUS
1,124.90601232253968,161.82409606670993,RUS
2,197.47752366222224,206.3859307546341,RUS
3,238.4825524,228.86506063238093,VER
4,259.0355264,261.44060573376055,RUS
5,259.21194389333334,282.13518074397757,RUS
6,164.95980760615384,290.4457142857143,RUS
7,116.45254065987803,294.31505687272727,RUS
8,138.96811259863946,254.21317336781368,RUS
9,199.65245577142858,227.18537081904765,RUS
10,216.097510532119,199.87944448,VER
11,247.17458378666666,200.58200004266666,VER
12,274.98502383940297,148.20252522537862,VER
13,292.1611112296296,133.59659501648744,VER
14,298.88916672,175.47241577931035,VER
15,284.6603374676692,216.01907648112183,VER
16,260.50985238588237,192.16205578138644,VER
17,206.59860873485954,106.20558686057939,VER
18,217.32258175911224,138.81034176,VER
19,178.64654146077922,181.1000816820513,RUS
20,136.84868817777777,175.41170536973544,RUS
21,153.72195392688172,159.60193368856773,RUS
22,198.44491159893332,147.8725925925926,VER
23,226.21052631578948,178.80426364182807,VER
24,148.72161336666667,,VER
