Minisector,PER,LEC,Fastest
0,304.5251009197848,306.010800133654,LEC
1,238.783278799552,239.66045167202694,LEC
2,126.96122338500594,130.0644590903492,LEC
3,242.3046287664261,230.7074163967046,PER
4,189.87999180268963,191.43337880242703,LEC
5,248.10733536234346,248.1387957045118,LEC
6,233.82120216997427,229.29676604646275,PER
7,257.9067521220838,254.1374495916883,PER
8,291.26323010077925,290.03693842550723,PER
9,199.3206198723986,199.68015456797306,LEC
10,199.22454689023857,205.35463740379686,LEC
11,272.0243614371848,273.47912653968257,LEC
12,211.29900116813852,203.7454074568838,PER
13,250.12624828472482,246.1417042228359,PER
14,290.75981573333337,288.48844309394286,PER
15,307.4681968181521,306.5870062010762,PER
16,309.1143442144108,306.6477964794144,PER
17,212.86931547649968,206.00404334526218,PER
18,262.25817636200014,266.50537045079363,LEC
19,295.11545596275135,294.9605798691511,PER
20,309.82688490522594,309.00455596021163,PER
21,312.2462794648196,310.7509079149591,PER
22,154.75367087404277,150.23497913073015,PER
23,229.70396837315022,232.71291134875247,LEC
24,286.9079881576434,286.67707669979796,PER
