Minisector,SAI,HAM,Fastest
0,290.40326953693005,287.7378309733333,SAI
1,294.3375730196079,291.76893220845074,SAI
2,158.94853865980363,163.9699065948498,HAM
3,217.9918431799846,216.64354746219868,SAI
4,270.3504772931696,270.4048191518954,HAM
5,292.1171865109815,290.9133166243137,SAI
6,298.8721510269733,292.404794840648,SAI
7,156.03860987870968,168.334022540213,HAM
8,123.07914447050506,120.40707045272848,SAI
9,247.99310429926436,248.56075829714285,HAM
10,288.7547484894942,285.23406442728117,SAI
11,301.1523101780494,296.4831353269841,SAI
12,148.06569709234842,142.07961519817042,SAI
13,192.8909352066116,192.57885455364624,SAI
14,255.67492261137696,254.94999931070706,SAI
15,196.49703683483256,197.93208849392758,HAM
16,211.31002521104864,214.95307122787057,HAM
17,201.890126810386,205.7655401760251,HAM
18,237.6091646001803,242.458010754709,HAM
19,276.05539126417113,276.8925436398413,HAM
20,294.21297633523807,293.99277014369255,SAI
21,260.46071220638413,256.44851380345676,SAI
22,220.30094734689519,212.27379328046175,SAI
23,203.60217593803358,202.45003186539682,SAI
24,262.43048678319326,263.54234476246916,HAM
25,280.8874976,,SAI
