Minisector,VER,HAM,Fastest
0,316.86872908,323.5774270720802,HAM
1,326.6394897959184,337.4033499190476,HAM
2,322.496418191345,346.18394894351815,HAM
3,170.20434532936105,185.81796508970035,HAM
4,124.36888039791745,122.01036325528058,VER
5,263.87926116141415,263.1072566863021,VER
6,298.65524388304294,298.2412767847995,VER
7,311.6974414830409,313.1726033646685,HAM
8,263.1365545712807,265.9697050743259,HAM
9,141.77489658298973,138.63913705653326,VER
10,209.53111583046396,214.34476391617568,HAM
11,216.44854460603673,206.5121314130504,VER
12,194.27639292168794,189.83573632530118,VER
13,267.97616811757194,261.4186579425164,VER
14,297.0047257345724,299.074557808491,HAM
15,310.7951315873684,311.69588883186145,HAM
16,258.1155479404489,258.8642942956557,HAM
17,211.5516052807174,204.888208109291,VER
18,271.6903754662451,269.6428104090703,VER
19,304.4402251726708,304.02447063703704,VER
20,315.9041667047619,318.7438829361953,HAM
21,294.44749700096617,302.440494744594,HAM
22,206.24126191883485,199.6724751555381,VER
23,262.78769912967033,256.5911767846603,VER
24,299.7246892398032,296.5375228922266,VER
25,311.94999936,308.29166648888884,VER
