Minisector,LEC,HAM,Fastest
0,295.21675326350737,285.5589542985432,LEC
1,150.19545297068393,150.98345274153326,HAM
2,143.55932409591793,144.01379835029837,HAM
3,226.07829741823508,231.01891982283905,HAM
4,296.8552637312542,289.7491505487528,LEC
5,288.6821299930736,289.76362206997453,HAM
6,136.63967476374083,136.00305105079516,LEC
7,134.61317072281943,134.70817391224648,HAM
8,129.6527112795616,127.45992770331384,LEC
9,188.14316833307623,188.10440769567347,LEC
10,127.71070773463713,121.35633572619037,LEC
11,121.39485457015051,122.98034876522692,HAM
12,161.66262459954652,156.48825019598445,LEC
13,269.5927317775574,269.03007870656916,LEC
14,296.68564271705685,295.4251657659259,LEC
15,143.6811839210681,143.33179148331942,LEC
16,199.23648292990802,193.0874346519986,LEC
17,162.7172643506451,172.3939705876477,HAM
18,272.9286515894303,274.6837901100699,HAM
19,297.49406833510477,298.5012229077686,HAM
20,314.49254404239343,313.7959776831336,LEC
21,322.44255482872256,324.23968274285716,HAM
22,328.0715635016355,329.4089381354889,HAM
23,338.8173938237909,333.1498015238095,LEC
24,341.30535807746344,332.94625769382714,LEC
25,341.0,,LEC
