Minisector,NOR,TSU,Fastest
0,295.9930331243513,295.2670384952381,NOR
1,173.38217128664502,170.05506043639687,NOR
2,177.199034613663,179.72287350301303,TSU
3,252.80521506917393,255.8535857932919,TSU
4,287.37757702702027,286.18904177132106,NOR
5,253.6841254969697,260.2859697741381,TSU
6,229.24943031077254,232.99379972332815,TSU
7,154.96718084466875,150.98522429670908,NOR
8,225.7814968370068,221.95917562094812,NOR
9,280.39660791665705,280.15155615059416,NOR
10,301.3426601732,300.9138852073213,NOR
11,311.701276477193,311.78557761134795,TSU
12,316.6612433801631,315.6936173265163,NOR
13,314.16517138257495,315.9466515009524,TSU
14,138.01268036871068,126.4433177214654,NOR
15,119.51339316631562,120.02032988517523,TSU
16,102.84840162510747,101.63889255894463,NOR
17,234.7718671453968,229.77032918213567,NOR
18,285.0598270657924,280.7738215695238,NOR
19,305.7063211688312,300.69029870470115,NOR
20,316.1916942953651,311.2417217979798,NOR
21,317.91528306646273,312.4729317688889,NOR
22,127.4991159004056,107.88308077031425,NOR
23,207.2156135949384,209.43378486111828,TSU
24,272.70026648194954,273.5704440495238,TSU
25,286.5249984,,NOR
