Minisector,NOR,RUS,Fastest
0,256.0258425892421,252.93487339094725,NOR
1,219.4291104711111,212.15093334739927,NOR
2,208.60635845121953,205.63738735912833,NOR
3,254.97757587925926,260.0457550709179,RUS
4,269.94046707678433,275.8118430893092,RUS
5,290.4280209303704,292.73560493118674,RUS
6,160.0710333003954,146.95157121488288,NOR
7,179.2797747697831,178.1208612138913,NOR
8,265.86047156221423,268.0638149209626,RUS
9,298.0235906361905,295.28665063236815,NOR
10,310.24657505619706,309.13945592946715,NOR
11,313.0848212503704,310.0437106747514,NOR
12,117.73519555626284,112.61091616078144,NOR
13,185.8269131817344,184.2061659201929,NOR
14,268.5752185396825,268.04597237518965,NOR
15,294.63360844879816,294.08836631097745,NOR
16,302.49833333333333,299.71381747944974,NOR
17,191.09225170493508,186.8867579504762,NOR
18,222.1303346982313,212.5727089700397,NOR
19,272.5963526250292,269.78364538424245,NOR
20,146.24462385738707,153.29943897656418,RUS
21,142.86658578051558,142.21057413381538,NOR
22,217.78814999558097,212.25301187626667,NOR
23,234.03343650841012,254.72273401521463,RUS
24,161.4220758711496,169.2503117969408,RUS
25,224.85499776,218.94120911457526,NOR
