Minisector,PER,ALO,Fastest
0,310.0425797164815,306.1588236392157,PER
1,212.83140991544033,225.80956031784805,ALO
2,141.1192097777926,142.44440249718812,ALO
3,224.17770738956054,218.33224774909974,PER
4,166.60353988422486,158.18145444929496,PER
5,175.20974540142046,179.78169907809522,ALO
6,254.81074475238097,249.4396305777778,PER
7,282.29617819364825,277.6622792999487,PER
8,291.2000834915555,286.08942098794347,PER
9,268.4078564198942,246.80292477754386,PER
10,242.52534868917175,239.71659712287433,PER
11,233.8874089771731,230.32614883283117,PER
12,199.20941909678498,203.57587744761906,ALO
13,121.9255544097277,123.44948430410142,ALO
14,130.09651921671255,138.37716608390377,ALO
15,170.48515655532415,176.7304053115822,ALO
16,249.47819770188042,254.74503642433154,ALO
17,235.68901823041364,238.55289444963924,ALO
18,114.05606013102592,111.27016030448316,PER
19,197.81571454262243,194.0660737913838,PER
20,201.09922135366043,190.89846003983806,PER
21,235.5638843683744,236.07855886103138,ALO
22,266.577048021112,270.858561820767,ALO
23,286.80331990453783,295.52660199,ALO
24,301.9470100078431,314.0884898566667,ALO
25,306.4821430857143,,PER
