Minisector,VER,GAS,Fastest
0,304.8286494532416,292.04598304409853,VER
1,327.41584548741025,303.43993961430294,VER
2,282.18698577632654,272.98093623210343,VER
3,103.16344048345432,105.77277543940096,GAS
4,222.52259457323504,223.45152371976096,GAS
5,287.56810545454545,274.00113015307875,VER
6,197.16336923681786,197.75521443035885,GAS
7,149.11206620968937,162.14990235811626,GAS
8,209.498741369297,210.54922658482852,GAS
9,214.2935779655946,213.2493419853525,VER
10,118.37008116500922,113.8260733449824,VER
11,226.75530378122448,228.82679412960218,GAS
12,118.23818647191058,116.68465854995188,VER
13,221.05666969414688,226.79308770386947,GAS
14,274.4993644565079,278.1149648248889,GAS
15,214.7081883787384,210.61899623281454,VER
16,183.2860090912653,192.74437721505367,GAS
17,244.87686840080806,250.522489668461,GAS
18,196.19615905324676,190.0441779669262,VER
19,177.56654306348682,185.4800971340476,GAS
20,264.08379097987336,264.47270143506165,GAS
21,290.25519450666667,291.0496921770521,GAS
22,163.87954679034584,172.2097619629373,GAS
23,210.88318437856358,212.66712851761574,GAS
24,271.1427256670928,270.8972700567776,VER
25,286.54500096,,VER
