Minisector,VER,SAI,Fastest
0,259.17035879569414,268.20942706484635,SAI
1,134.28416441603588,133.71672328771143,VER
2,191.77074895770562,196.97786986625394,SAI
3,243.53333333333333,250.55561194794805,SAI
4,253.63769043900885,262.4729046692142,SAI
5,178.46078433699898,170.19850170181974,VER
6,147.10689117512922,140.1378276764167,VER
7,179.33105232899464,181.85961306219335,SAI
8,104.08326029919525,103.94951363904282,VER
9,75.79427630837702,69.49911601046782,VER
10,93.88188487278094,97.68562395155327,SAI
11,175.90819422401765,187.24250225724225,SAI
12,238.24938528681884,250.3649190938738,SAI
13,248.7499996952381,274.35495854731414,SAI
14,266.51058178451484,280.4912751035363,SAI
15,115.61495499415986,102.1353435820305,VER
16,146.7208824190481,160.4570738373825,SAI
17,188.05995091626914,182.01580374754877,VER
18,193.23917902236744,199.12314203124927,SAI
19,201.86266303048487,195.60726641384312,VER
20,138.05261941527772,136.88151692005314,VER
21,112.94851632758677,99.16960587055992,VER
22,94.5780395454079,104.10193371737377,SAI
23,193.57995725440725,211.52134477939822,SAI
24,247.03990231843753,257.71760493054353,SAI
25,262.2166656,,VER
