Minisector,VER,RUS,Fastest
0,271.154147203208,277.9330932276543,RUS
1,298.95513742678,303.36295900734694,RUS
2,312.141690354215,315.944142934026,RUS
3,318.3925923555555,323.6873304302155,RUS
4,323.50305055873014,326.20944041295235,RUS
5,324.61701600344094,329.22949406476187,RUS
6,208.27594931474286,216.94274410075175,RUS
7,108.27507600441879,108.897368567424,RUS
8,187.47241204237207,189.9527549124156,RUS
9,261.23215409938337,260.48410088513344,VER
10,289.5606693742857,290.4020832,RUS
11,171.557917612693,166.79095047396814,VER
12,96.09234212037258,99.1521390419191,RUS
13,115.49217136607633,115.8956752843665,RUS
14,216.47388996740742,221.08059703161905,RUS
15,191.91513147006594,192.00614687668735,RUS
16,226.0677137423378,225.87767040720064,VER
17,182.40749459702522,184.57934893106577,RUS
18,236.536113819714,241.20202074920635,RUS
19,276.32640674904064,278.99236806736843,RUS
20,252.32349063917835,254.56036803894182,RUS
21,148.22691888010883,152.24302301323675,RUS
22,93.64520823801789,98.50946943386465,RUS
23,126.7585236585843,125.48323119757121,VER
24,225.79081291660458,224.88909699202637,VER
25,,257.68181818181813,RUS
