Minisector,HAM,PER,Fastest
0,234.48746153700435,232.36324766117002,HAM
1,285.52931228782717,287.624910072397,PER
2,302.1200757818182,303.8773769070955,PER
3,308.60479168,307.08374992,HAM
4,278.48987092537817,271.3220461777778,HAM
5,174.61218292311963,167.7707564326332,HAM
6,265.12707568451935,262.80460266038256,HAM
7,282.5625541610389,280.59558986666667,HAM
8,218.1357975793257,205.60165010405677,HAM
9,221.18461972016462,216.8952502802721,HAM
10,195.16181386897546,181.99919948698414,HAM
11,223.43350762405677,225.4984493442177,PER
12,204.5122112639017,195.70148531756567,HAM
13,221.85630028584887,210.28394192235527,HAM
14,222.76307498456487,219.27826730481794,HAM
15,181.43834369808008,176.26896134036124,HAM
16,251.11112018451774,251.105606,HAM
17,293.64594551458777,294.3568829024404,PER
18,312.3208333333333,312.20574420571427,HAM
19,302.2813490285714,297.4984717372859,HAM
20,132.54875661663547,127.51870850159585,HAM
21,167.6399010813977,159.29203462098994,HAM
22,155.27273594554345,156.93545824315743,PER
23,204.4242126311172,196.348867,HAM
24,147.80884063749966,144.96394866811494,HAM
25,187.33333333333331,,HAM
