Minisector,PER,OCO,Fastest
0,281.8640350315789,281.9406488462027,OCO
1,157.51691449862537,155.82115407366229,PER
2,175.273571884088,169.87604407330883,PER
3,245.09765668688644,243.7377268679241,PER
4,277.3854341277702,274.32749979592285,PER
5,246.50199065671393,231.0749536801865,PER
6,227.74385166261808,214.09497742470862,PER
7,160.12923715152075,152.8995073182081,PER
8,230.06793618751897,228.57846831725922,PER
9,277.3574397658874,279.97160969503483,OCO
10,296.0202167716384,298.3951947190303,OCO
11,306.16257517233083,308.3795486622579,OCO
12,309.72676767030305,310.07650375939846,OCO
13,307.1784431109788,302.6464169423997,PER
14,126.3119024425292,130.3714378336109,OCO
15,112.54846789329156,115.92088325366704,OCO
16,98.79810827495146,93.34421415701433,PER
17,235.58210230095236,228.3192726934155,PER
18,282.2592963398818,283.50925925387514,OCO
19,302.4924060642517,303.23032515171644,OCO
20,314.0126625102222,315.0532597458824,OCO
21,317.43272323428573,314.74375008627453,PER
22,122.28203178904718,123.3056910952554,OCO
23,205.1069928638133,195.85478268911908,PER
24,262.1040353253594,262.4354772501117,OCO
25,,273.3361109333333,OCO
