Minisector,PER,SAI,Fastest
0,279.41859830787877,283.6610410230303,SAI
1,292.4420609105473,295.6253430016072,SAI
2,297.79032120117785,302.7052844566225,SAI
3,297.82619762229274,296.4710566086274,PER
4,168.63010107598228,158.02471191523955,PER
5,203.43906475720163,201.32018463661916,PER
6,232.15823288318217,223.46757703721164,PER
7,263.89675268244895,260.8373244618182,PER
8,252.00902863480468,245.29087202502367,PER
9,155.18648475564004,143.929316355114,PER
10,216.8773777542798,216.3945544555222,PER
11,131.39065860502163,124.8688880066886,PER
12,223.41815232433748,233.4910018680927,SAI
13,175.52635330521406,169.79157646332752,PER
14,211.91127697772984,209.38718135181955,PER
15,226.23423015902807,221.57865493333335,PER
16,255.61433201874894,251.52175166764266,PER
17,283.66484937142855,283.55645742311265,PER
18,153.14393744279113,145.94711329275864,PER
19,164.27727968170373,159.1234550746108,PER
20,139.96438484401355,129.02848691875417,PER
21,153.58134135869707,146.8793508492125,PER
22,110.9591965904933,106.3132818892363,PER
23,217.58644956675323,213.16252310736442,PER
24,263.40286845765047,262.1715520331198,PER
25,,277.1312496,SAI
