Minisector,VER,SAI,Fastest
0,291.0999117810278,309.99360159238097,SAI
1,300.9358928533333,320.5516956655226,SAI
2,305.2087718736842,323.7634804705882,SAI
3,307.33450781860483,320.71271825964914,SAI
4,189.34345356039913,165.53700554455236,VER
5,224.9692073142857,207.98065523809524,VER
6,253.47087792338354,235.32613450734624,VER
7,272.65062333242633,263.50798193593073,VER
8,268.06008160360386,243.30543349313365,VER
9,177.2413692414566,163.22800954074074,VER
10,239.77348738337233,227.3988752162265,VER
11,143.64731474657376,135.42083644763272,VER
12,232.44103934688073,233.30022175407382,SAI
13,202.10716335238095,180.0902685119285,VER
14,227.4622713903916,224.57926913860416,VER
15,259.0855071536232,240.32601681904762,VER
16,270.9980438784581,261.4813989577607,VER
17,286.71239104961137,282.4528062839002,VER
18,170.87389597605443,150.00569727310736,VER
19,176.1535261188551,174.52267149803924,VER
20,151.11058453004568,148.16252912010108,VER
21,178.31489907070707,158.9729622405517,VER
22,120.49017599724503,116.17565684293238,VER
23,224.9999714016117,228.170834048,SAI
24,272.12803221768706,272.01805602539685,VER
25,284.6749994666667,,VER
