Minisector,HAM,PER,Fastest
0,292.83731493901416,288.6397721974026,HAM
1,312.18196454857144,308.49145808,HAM
2,306.05241153657437,303.5595254233186,HAM
3,180.51718063853133,180.10855524571429,HAM
4,228.69974093030015,220.67785437037037,HAM
5,205.82137736049083,201.61621990861013,HAM
6,192.95043267051065,187.09793433725488,HAM
7,220.0228447264368,211.52746526183557,HAM
8,263.522188027898,258.7128548801181,HAM
9,258.7739100126984,256.3942237350142,HAM
10,177.11991556879653,168.09948487230105,HAM
11,246.09479981226667,240.82104676923078,HAM
12,118.7596599985724,118.0465525480818,HAM
13,231.66172054229014,232.89495952464117,PER
14,280.05714240000003,279.5295450181818,HAM
15,291.25812330256093,285.5921473329436,HAM
16,210.95825894930874,196.6524359378693,HAM
17,186.68739840069907,190.02169440246,PER
18,274.51003694545454,273.57913866666667,HAM
19,301.77013765090396,299.16825361269844,HAM
20,313.9406248,311.51517590946474,HAM
21,314.381547784127,310.7468720909443,HAM
22,272.6429847536232,250.3660465276389,HAM
23,118.33427417645011,120.10344665369259,PER
24,244.48471699010082,246.49166557866664,PER
25,278.27142765714285,,HAM
