Minisector,NOR,GAS,Fastest
0,300.5820870870706,300.7433271163363,GAS
1,207.75288276139383,185.39979309994345,NOR
2,223.81436968655237,213.78739174464988,NOR
3,274.7010281026757,271.6129528901027,NOR
4,244.97162017376638,240.97901564559942,NOR
5,126.49270335991018,120.86990664988699,NOR
6,202.26344849486966,198.03364260010946,NOR
7,247.15654182090597,240.45506963279504,NOR
8,232.47483948433862,234.32281282635137,GAS
9,239.59647185553195,233.60577246379626,NOR
10,286.4105369587252,287.8340383219994,GAS
11,308.83720877291415,308.9957442485901,GAS
12,316.6958806820202,318.2625094205733,GAS
13,311.3108939088889,314.27460665121237,GAS
14,302.6642948404762,311.0,GAS
15,261.66577517876453,311.0,GAS
16,240.87373706666668,236.31407170070818,NOR
17,279.8240424617744,264.81566109663976,NOR
18,287.8219948039143,289.346587144127,GAS
19,162.85503772650486,193.1435509194646,GAS
20,199.04185203665494,171.69231789697497,NOR
21,181.19965821683294,194.65368507754636,GAS
22,133.06539192072697,120.98918664638029,NOR
23,236.94329830214025,194.91195697316016,NOR
24,287.73174637206347,280.20986714942114,NOR
25,297.4375008,298.8363091504762,GAS
