Minisector,HAM,PER,Fastest
0,241.5991905118139,240.16259036428633,HAM
1,272.99480868888884,275.03391533968255,PER
2,164.78548052786877,179.461293781949,PER
3,156.11247963010408,154.3316004024932,HAM
4,257.10391101162344,255.98807595743304,HAM
5,268.71839985608466,274.2680750022777,PER
6,228.29249843090244,225.21335737574455,HAM
7,206.846226413525,197.73271688463717,HAM
8,155.78900160513166,154.39687966662902,HAM
9,214.91631792,213.13003543209788,HAM
10,271.19134969900017,269.76191307421396,HAM
11,124.76722094071431,118.53281826278993,HAM
12,207.33298875623933,207.1524106607193,HAM
13,269.76864197532336,272.3126180239234,PER
14,289.7850141441847,292.9419497469183,PER
15,296.6871520585621,301.6691820349863,PER
16,234.0281714606105,238.24089912172195,PER
17,136.99007309730158,132.87786694920268,HAM
18,135.36872174732306,133.32845620264325,HAM
19,122.04103168380696,121.00511096285365,HAM
20,223.3837534488445,222.68101877076646,HAM
21,257.98113519256054,253.29603365841515,HAM
22,229.95319685845888,229.82812167055314,HAM
23,215.17632294164557,211.36013542839189,HAM
24,137.51524645883833,138.4804922715876,PER
