Minisector,VER,NOR,Fastest
0,304.339996256,301.09382216756654,VER
1,159.4995307469398,153.86949530658285,VER
2,153.70715386563063,152.01265705642695,VER
3,235.83322378239998,220.31732804532035,VER
4,286.41598924634303,283.66102625545074,VER
5,288.22979794882156,287.5077256732601,VER
6,146.7138868581755,152.07771211402377,NOR
7,148.78076848851046,138.67018266995595,VER
8,142.72791291714583,154.52134933496183,NOR
9,190.45211395749686,157.43544568802486,VER
10,132.18976822323415,131.7496812334651,VER
11,126.6686788839247,132.94719738568912,NOR
12,162.49698823548346,142.4611758139247,VER
13,267.1637342741864,259.19495918942545,VER
14,297.7285651437037,288.67851905517784,VER
15,147.3001164038951,155.040158759649,NOR
16,208.22362268743686,210.96515682415662,NOR
17,170.9528345027916,156.15838950663118,VER
18,271.85484984300143,265.52145409950197,VER
19,297.7031345801595,294.1834152865535,VER
20,312.38354255312794,308.2859231348918,VER
21,321.2037880193939,315.45791302675735,VER
22,325.9460606836364,320.0541353912782,VER
23,327.7113487157895,322.69570132764653,VER
24,328.3829561904762,322.15917946922787,VER
25,,318.1738092190476,NOR
