Minisector,VER,HAM,Fastest
0,291.5482581220366,281.8659765127806,VER
1,314.87677596444445,297.50035806653966,VER
2,315.8849427393939,291.1137230766497,VER
3,187.49424217510239,181.88300910825413,VER
4,221.14195666772437,218.22093086502466,VER
5,211.6972399452058,207.49047500617553,VER
6,178.12842927238097,186.5730474493715,HAM
7,206.5869924238832,211.96080678907572,HAM
8,257.4549095821026,260.8571828083628,HAM
9,270.2975783856003,271.3704650811415,HAM
10,169.52043953797377,165.9005646169505,VER
11,234.93876503564485,236.58031238087804,HAM
12,125.67105923817931,117.04474004567676,VER
13,220.20778030980193,218.86341559164478,VER
14,276.1218340774839,274.3346512037613,VER
15,293.19500112118305,293.49837596671125,HAM
16,212.03919818419755,215.31005584988938,HAM
17,190.14199240055444,190.7528414447392,HAM
18,267.27476448854594,262.4533515569001,VER
19,290.51712552571956,290.5533996231628,HAM
20,300.9118908011838,301.2456918914286,HAM
21,301.86437249009526,300.15824218823883,VER
22,270.8582076453974,270.24325901068266,VER
23,118.13473645986744,120.35937700264608,HAM
24,237.69804000592924,234.4123877075777,VER
25,,267.95624799999996,HAM
