Minisector,LEC,NOR,Fastest
0,253.509775230839,258.66616437864906,NOR
1,127.33210823280463,130.58815434633286,NOR
2,194.88105945566136,199.60105101954886,NOR
3,243.89138290910952,243.07748221074775,LEC
4,257.46257308968063,257.3724638401776,LEC
5,171.99572156444444,185.0299926069841,NOR
6,144.468377476,146.00960589646428,NOR
7,182.08058867395152,182.24389606349206,NOR
8,99.38244807466447,103.67116381643298,NOR
9,71.48650776104668,74.63103045784038,NOR
10,93.8092624013288,95.24680070867905,NOR
11,182.99391959798868,175.48453731356642,LEC
12,244.06029405367966,240.06443476380952,LEC
13,266.8342226713388,264.2538948680272,LEC
14,278.23669214325884,276.1953846974359,LEC
15,102.8691326141827,136.8901478172821,NOR
16,146.62265640851757,143.29820939713215,LEC
17,175.09310416050795,193.8694142091544,NOR
18,195.7527975942952,193.90150626287718,LEC
19,209.04938896855086,220.52767850756302,NOR
20,133.5232662825808,137.3938419828833,NOR
21,105.82251403185546,121.45218586551228,NOR
22,97.1732601384335,92.4561289458441,LEC
23,195.80631389629627,190.3669814804237,LEC
24,250.04912409449364,247.6932742813698,LEC
25,,261.7687504,NOR
