Minisector,VER,NOR,Fastest
0,293.26730425650993,306.72548261351227,NOR
1,300.2896480169312,308.03273700392157,NOR
2,170.24147444355668,158.7519076222218,VER
3,235.32646464667374,233.89000332121213,VER
4,277.65282029874686,286.91438014883175,NOR
5,294.2509818167525,312.5110264454188,NOR
6,302.4521164444444,317.9813724235294,NOR
7,168.66751765238095,159.4647576353774,VER
8,143.51877247749292,143.22196043243244,VER
9,254.583618031746,252.52104060008742,VER
10,285.2624523234179,286.1851892436975,NOR
11,297.71412023703704,291.9230426101824,VER
12,153.63380298440683,147.2952557710729,VER
13,208.03266850133332,207.3457901679393,VER
14,266.8702956045351,258.21772762017537,VER
15,206.61660743608198,201.6005604102564,VER
16,232.75471174492756,230.57095131101588,VER
17,215.45534008185925,222.81569947301588,NOR
18,252.4248310639456,252.82671887025307,NOR
19,278.7232460912281,277.9689971456043,VER
20,291.5902440336406,288.7256944592593,VER
21,272.6227365561905,257.5371877877551,VER
22,233.58540260041408,218.83409802150783,VER
23,226.49303047458457,216.49919538818045,VER
24,271.60570268070177,270.2123164793639,VER
25,286.0250016,,VER
