Minisector,VER,PER,Fastest
0,261.76529527429415,248.27018423807434,VER
1,297.31357649642706,280.0900508444444,VER
2,157.2879170882447,167.7004732144319,PER
3,165.28229071372547,165.42928174814813,PER
4,260.9732076417577,260.2394515032205,VER
5,270.5561013587302,263.0539116698413,VER
6,227.59262752029136,214.79983268330338,VER
7,205.32310786394558,194.46421829224425,VER
8,160.77241441625372,151.72379799622962,VER
9,234.97370346153096,222.02654249876542,VER
10,275.729545939394,273.1777378057143,VER
11,119.30156783491259,124.30197088388162,PER
12,223.1328055032967,215.2273373361415,VER
13,275.43736906671614,272.43353030912374,VER
14,293.3405699368421,292.71805546666667,VER
15,295.78968253968253,299.07395927157575,PER
16,210.44030272451496,225.28893952704294,PER
17,133.82170724532563,131.67087666911596,VER
18,140.19329524248238,133.358633219156,VER
19,123.25601052865358,121.29296487257487,VER
20,229.33133282133335,223.46169036190477,VER
21,255.87365842093104,249.84079844444443,VER
22,235.5508217715928,229.34118605128202,VER
23,219.6822524205128,212.37436989648273,VER
24,148.08898836825398,142.64986260220175,VER
25,,223.98750186666666,PER
