Minisector,PER,NOR,Fastest
0,322.326756167619,322.4640592253968,NOR
1,330.58312512000003,329.72337973333333,PER
2,326.76537699894175,328.9749998814815,NOR
3,171.35263482316603,170.72239925571935,PER
4,137.75242405774853,135.72807055012345,PER
5,269.6009054144928,271.3157817909307,NOR
6,301.69079090709454,301.9206181869151,NOR
7,316.60895818666665,307.3125,PER
8,258.34205132518395,258.49109651800825,NOR
9,150.7036899504762,150.5005588288984,PER
10,222.59575843887689,216.05379551678266,PER
11,221.0632597393305,223.625397621164,NOR
12,198.87663168786483,197.01542054492916,PER
13,273.55698600043826,277.0343177076605,NOR
14,307.9735774251629,309.9614884114286,NOR
15,318.90833333333336,316.54120716190477,PER
16,255.95300168533333,239.24024507545786,PER
17,208.9005591580898,217.5897873515651,NOR
18,274.70721853385004,282.2804661748918,NOR
19,309.7871723657143,312.69690512,NOR
20,322.53211878190274,323.52935462656643,NOR
21,303.71781357333333,285.86174036363633,PER
22,210.29696153844264,207.56330655110494,PER
23,268.45789974025973,275.3522733090909,NOR
24,305.58906901471863,308.9732203246832,NOR
