Minisector,HAM,ALO,Fastest
0,287.92828922273634,287.5588780283541,HAM
1,298.0222067169369,297.4565767529412,HAM
2,279.58832053360067,279.0554927392562,HAM
3,107.56607775611444,104.82810787750297,HAM
4,216.58412551616067,217.94253165488536,ALO
5,275.3335707631746,269.13421691370235,HAM
6,219.56829580507954,199.02298542555008,HAM
7,157.20686677280688,155.42725032121814,HAM
8,208.1067172243897,208.36374029943457,ALO
9,214.43887066307298,210.47825520505373,HAM
10,114.27833791970386,117.3956119732336,ALO
11,222.71958758051068,222.53820479244754,HAM
12,115.49075811603831,120.38297726600675,ALO
13,218.36118553515342,215.5848834603338,HAM
14,279.3018054737888,270.1778045931094,HAM
15,225.42868713488252,213.53735640795819,HAM
16,187.34643858561452,187.4726266270002,ALO
17,246.3801738111844,244.96011884156178,HAM
18,205.46849123666667,201.15880024711993,HAM
19,178.57472527201256,171.63307397612047,HAM
20,260.4069565430857,252.48968563102218,HAM
21,286.5358849276112,282.5919116862745,HAM
22,160.2491939273443,178.26975688630023,ALO
23,202.77336997613574,197.4845675808534,HAM
24,271.267127246071,266.511917872621,HAM
25,,281.6028124,ALO
