Minisector,SAI,ALO,Fastest
0,269.61555428131373,273.77403319838385,ALO
1,288.1770998789035,294.44881273993826,ALO
2,288.2587656606211,288.13740700422363,SAI
3,181.66030546342353,162.42542276909305,SAI
4,124.09028513102453,119.7956509338925,SAI
5,234.3883842871795,235.06434570085972,ALO
6,274.7672968870037,288.336786738565,ALO
7,281.8261957538717,295.4323499757576,ALO
8,188.00079706950098,166.0289302047481,SAI
9,145.37985411047705,136.39252330248033,SAI
10,245.37847145818182,249.16088547029477,ALO
11,281.307872414409,286.0558606409424,ALO
12,296.34228170307455,289.8050274504348,SAI
13,284.0869574432323,278.1699370277722,SAI
14,295.7854707934199,295.5814369626277,SAI
15,293.3959648748538,296.2246922676715,ALO
16,248.10756243482004,236.52827650407636,SAI
17,218.03220441520733,222.49163800620997,ALO
18,270.20287867580504,283.00984297910037,ALO
19,293.0289255204294,311.56797446646164,ALO
20,295.77618097683745,311.7268195957005,ALO
21,234.39764276825434,221.00249036690218,SAI
22,254.32990775454093,252.3894375333883,SAI
23,139.09525352795737,124.67631001698054,SAI
24,215.90815656462877,220.99157405497363,ALO
25,253.218748,,SAI
