Minisector,VER,LEC,Fastest
0,246.1274349536471,247.29678643094667,LEC
1,283.1582261100144,285.14054926843477,LEC
2,182.5926925458093,182.87598439564442,LEC
3,154.49304275008066,160.80587557764704,LEC
4,258.84620313870374,254.8544009504228,VER
5,265.087040115942,275.16915158673044,LEC
6,230.34828684028642,247.93502241937426,LEC
7,210.08045096688363,219.55078727807197,LEC
8,161.90825404606062,159.39516788185654,VER
9,212.54781054238626,206.49917506584183,VER
10,268.9151384066667,268.4913562050575,VER
11,125.34384569976264,126.60333968787809,LEC
12,215.19561850040247,208.9966813677515,VER
13,274.83219995196333,274.9235348670028,LEC
14,296.7111491492668,296.962251593697,LEC
15,307.2406397908433,309.0197284462064,LEC
16,245.0366996687482,254.03426988656432,LEC
17,133.27931915655472,125.46873978238399,VER
18,132.48685953860726,126.57907598149296,VER
19,122.17765253862062,119.06094363395891,VER
20,225.8146022870963,227.09148223692424,LEC
21,261.01240610628724,259.73311722943725,VER
22,242.8589721249133,241.06154232996724,VER
23,227.6909186507562,220.61308950626264,VER
24,140.63886228485993,135.32519721742182,VER
25,216.47169747525732,215.42308036923077,VER
