Minisector,RUS,NOR,Fastest
0,275.08746872242426,279.5681953316017,NOR
1,157.23213382935162,154.15493791535638,RUS
2,146.428662771811,148.6314690246691,NOR
3,221.8701581383572,222.7840303466428,NOR
4,279.3343577898137,278.93313288195003,RUS
5,276.6923917336506,275.89417226179893,RUS
6,142.89118888391857,138.9396024858884,RUS
7,141.95818968374778,135.3457065266651,RUS
8,137.54710525123127,140.49617658320207,NOR
9,189.12420994589567,178.5331482857084,RUS
10,130.6212748889441,123.94242444643933,RUS
11,120.31680250191619,121.25535233565579,NOR
12,166.507054895413,155.33256691389053,RUS
13,265.0890671920773,262.0509733142058,RUS
14,282.6851242287521,283.3730300757431,NOR
15,144.9091547322121,142.9438973714802,RUS
16,206.292605223765,199.72720542765902,RUS
17,175.47718068912377,168.68308201013065,RUS
18,267.58387071410795,265.4791038825056,RUS
19,288.5144444789611,288.1027127877586,RUS
20,300.775905916753,301.723068312381,NOR
21,306.9100287985418,310.85242606522365,NOR
22,309.6641362215734,313.54150251959595,NOR
23,311.205015712364,313.9837187037697,NOR
24,309.02748205835746,310.42425512556264,NOR
25,303.8458336,,RUS
