Minisector,VER,LEC,Fastest
0,298.63083349333334,303.49149097857554,LEC
1,203.15196910074783,211.32699678720002,LEC
2,144.99549803518207,137.53206698311251,VER
3,219.49193858839826,209.98376686545453,VER
4,160.9564983822306,156.815689658024,VER
5,181.80372858509423,175.66355293107344,VER
6,251.00262405530864,251.56616661327325,LEC
7,276.9206582810961,279.7253972825397,LEC
8,285.0007986285714,285.62136757606834,LEC
9,249.75643128888888,259.6909656623633,LEC
10,244.22585399024774,243.68277854814812,VER
11,234.3926209382716,239.6067804228638,LEC
12,205.52603683451954,204.6146527777778,VER
13,140.4182685631169,137.6934126579303,VER
14,145.50813281426167,138.27185953393197,VER
15,182.59563393054944,183.56435992026613,LEC
16,251.25381513939192,252.98717671111112,LEC
17,234.57911940458553,231.56331955661634,VER
18,117.57260983385285,112.63755301827678,VER
19,198.66425416966183,205.1198772886429,LEC
20,194.3473861999829,193.67269022593408,VER
21,234.3564787116883,236.40856487734095,LEC
22,262.1437040458862,265.4833542913369,LEC
23,281.23391830291945,284.36069067704324,LEC
24,292.67084848,297.6851289327831,LEC
