Minisector,VER,PER,Fastest
0,293.26730425650993,307.35356447411147,PER
1,300.2896480169312,313.30234469467786,PER
2,170.24147444355668,162.13814438941068,VER
3,235.32646464667374,229.865346262956,VER
4,277.65282029874686,285.025252582491,PER
5,294.2509818167525,307.3446762666667,PER
6,302.4521164444444,312.4247684740741,PER
7,168.66751765238095,154.2684878835276,VER
8,143.51877247749292,139.32020913862115,VER
9,254.583618031746,259.02107242666665,PER
10,285.2624523234179,296.688993981338,PER
11,297.71412023703704,296.3593789874326,VER
12,153.63380298440683,139.2846954201738,VER
13,208.03266850133332,204.73801230153427,VER
14,266.8702956045351,264.58979194666665,VER
15,206.61660743608198,202.13356418703177,VER
16,232.75471174492756,226.44345307826086,VER
17,215.45534008185925,217.7119857123129,PER
18,252.4248310639456,248.01354076874097,VER
19,278.7232460912281,279.55625061333336,PER
20,291.5902440336406,293.343526053098,PER
21,272.6227365561905,261.9849917897388,VER
22,233.58540260041408,222.16929827386107,VER
23,226.49303047458457,215.06547968964412,VER
24,271.60570268070177,278.2530663847619,PER
25,286.0250016,,VER
