Minisector,VER,SAI,Fastest
0,315.7675185273201,316.08392667420895,SAI
1,324.6840081095551,323.4429915912868,VER
2,325.72733147301585,320.0737337662338,VER
3,186.84377389053225,173.76980440930058,VER
4,129.43398521717438,131.66637870741943,SAI
5,259.0778459114667,262.35433333333333,SAI
6,295.85445931419315,296.05246245951145,SAI
7,308.91167566836367,308.0082738095238,VER
8,265.7204438120546,259.0694323107953,VER
9,144.93224766918877,145.85484459941912,SAI
10,216.02655305290324,214.70203863643843,VER
11,213.7506426552381,215.92764081379744,SAI
12,197.96601728201682,196.18474471606825,VER
13,263.9448283106543,266.07163991452893,SAI
14,299.0955514748904,301.9786461345672,SAI
15,313.94807006745333,311.1108964460606,VER
16,267.6416501585348,262.5526307922398,VER
17,209.89330511029908,210.75994012651384,SAI
18,270.27676533684985,272.99929523809527,SAI
19,300.5944388842481,304.60961965939265,SAI
20,314.1379194038689,312.33983439171845,VER
21,296.8317476170159,293.2794927536232,VER
22,211.14246951894415,208.33171059379055,VER
23,259.438048584127,263.9376227157287,SAI
24,296.43951649637256,300.33098652574506,SAI
25,306.2812512,,VER
