Minisector,VER,LEC,Fastest
0,290.32400995822576,290.48054608911116,LEC
1,300.6795483068939,299.8024726189569,VER
2,298.9438034697143,297.33171841664563,VER
3,197.10203302860637,185.77186530000267,VER
4,211.05558206922825,208.70338687512765,VER
5,201.76679668693552,204.14827123189121,LEC
6,263.72505476761904,264.1331845638095,LEC
7,258.66576485256974,263.6907192367847,LEC
8,218.35274945734264,216.9128623056555,VER
9,217.51697554324724,212.96102454567597,VER
10,141.09326521117524,141.430639933722,LEC
11,205.55908369058068,201.1308930296462,VER
12,187.23679246355087,189.52839918553425,LEC
13,249.1734054129778,253.30539492305368,LEC
14,189.13839972845244,182.69650934605323,VER
15,234.3719366352735,233.4873002624,VER
16,279.10185453779053,277.7172308129962,VER
17,285.7369645836498,289.69955029671956,LEC
18,280.74216689890466,285.5642610241441,LEC
19,270.99377408304764,276.49234283914734,LEC
20,267.43021530906395,270.2647675195767,LEC
21,263.9432692773528,265.7713044827699,LEC
22,235.12628806104888,251.83720590489332,LEC
23,208.36152135547428,208.09052321123966,VER
24,269.156989249636,267.22055362742856,VER
25,,282.22,LEC
