Minisector,VER,GAS,Fastest
0,290.31069288018887,291.30426041890314,GAS
1,299.86979173333333,300.29807024378266,GAS
2,302.77361114074074,304.90711799999997,GAS
3,290.418319648128,292.1818908452563,GAS
4,169.18884743529412,167.86486342495405,VER
5,213.75527796187913,209.1078095664135,VER
6,236.77428108571428,228.96977320266092,VER
7,264.3414927439844,263.45114013495225,VER
8,251.0856788858497,249.8779525333333,VER
9,167.38502137551873,160.19537034327107,VER
10,226.9818852251062,226.98883472209292,GAS
11,138.44677172081532,136.11316654510438,VER
12,228.60716733866667,223.97649924266665,VER
13,198.09186935592354,184.9805766998591,VER
14,215.8737665185185,222.50384533333335,GAS
15,235.61294023857388,234.18312069776405,VER
16,259.358323543688,257.19200531534995,VER
17,279.6847222349206,277.5954931736961,VER
18,130.17932136581254,123.90304945973858,VER
19,164.0348945507796,161.97605453322083,VER
20,150.6002849367125,149.50360620703114,VER
21,165.36862191168746,156.7115255549581,VER
22,118.49740470153156,120.10762421195159,GAS
23,228.8026197942857,231.33092686349207,GAS
24,269.31178340460474,271.4885603829373,GAS
