Minisector,VER,NOR,Fastest
0,257.2776815827823,258.8895855014548,NOR
1,130.67786402626146,129.01754626147994,VER
2,265.8251829379515,268.6667824289745,NOR
3,307.5525422824418,309.50696639999995,NOR
4,305.09570228545334,306.063813575041,NOR
5,313.32217251428574,314.69258074013607,NOR
6,318.85921513086424,319.90506720817564,NOR
7,319.90782075663833,315.01962170340136,VER
8,198.54991119549356,195.59026626429312,VER
9,193.68100730027436,197.3307232970403,NOR
10,182.74338426791311,175.48879403948138,VER
11,166.87281389985304,165.38179321377163,VER
12,253.80544264595736,254.52239870520637,NOR
13,274.63482259367845,280.49470537788324,NOR
14,280.53553736116135,286.7447241754205,NOR
15,271.4808602333333,271.9493335339402,NOR
16,181.324910794408,182.2733216283782,NOR
17,192.17546918391525,191.73728699768546,VER
18,243.84264508790568,245.80890720615056,NOR
19,287.9918676375212,291.07917341520675,NOR
20,308.73938081874314,312.10043093333337,NOR
21,315.96056548571426,320.6875220656085,NOR
22,309.472959292517,314.43981483456787,NOR
23,251.10142935510203,245.91652244095783,VER
24,120.0686853742031,113.16817408005971,VER
