Minisector,HAM,ALO,Fastest
0,284.43190435809527,288.9373915716918,ALO
1,286.6719298245614,296.26827744985997,ALO
2,173.94388992774083,170.9470746091018,HAM
3,221.28583737436367,220.60716667733334,HAM
4,269.0158588538273,272.35855219649125,ALO
5,287.07675413333334,291.8821378524346,ALO
6,285.83997499348374,299.73611117037035,ALO
7,185.53208320035077,185.22651179509478,HAM
8,124.02707968139033,118.36278320000001,HAM
9,244.77787377909976,244.36946429268474,HAM
10,277.47703418713,281.4011894168266,ALO
11,282.0217105403509,293.1828704,ALO
12,157.91879608790953,154.83479024124475,HAM
13,190.70285999685498,181.76774970340134,HAM
14,250.3551964074518,252.203108284731,ALO
15,212.65466679466667,216.70035800380953,ALO
16,219.80863114611574,214.16411963189896,HAM
17,222.77554379130433,214.956500352,HAM
18,240.66108577264234,238.975621523949,HAM
19,272.66228287857473,273.45905347132054,ALO
20,285.5491227508772,290.48611093333335,ALO
21,266.5488154452002,275.51428673015874,ALO
22,232.35018137971016,234.07449796663224,ALO
23,203.24230756923077,200.75240315897435,HAM
24,259.5032353106201,261.227804637328,ALO
25,276.0375008,278.80099521496976,ALO
