Minisector,VER,HAM,Fastest
0,276.0287763428403,290.44648544861286,HAM
1,147.99851913129834,156.15438809498406,HAM
2,166.9763838316553,165.11584412170373,VER
3,244.43968898652577,236.56044708864468,VER
4,273.2061079636363,256.92691318883834,VER
5,229.37964158064503,238.84478670521543,HAM
6,204.62404992646464,213.47249803987705,HAM
7,137.8955803504291,145.70698905937323,HAM
8,228.1244803181318,223.57155914095472,VER
9,297.64619835428573,294.9947910628572,VER
10,320.7731324801101,317.5132050425368,VER
11,320.48212192477155,315.9011215755267,VER
12,314.90513884952384,310.5675502034568,VER
13,310.90399900872177,305.413601728572,VER
14,123.43611468930904,131.09210915326994,HAM
15,112.63246107566142,120.40868312400991,HAM
16,101.21670791144734,101.57828503453375,HAM
17,241.19611961366329,232.90327859717172,VER
18,303.4608010059783,299.9242163122922,VER
19,318.8068838374194,318.7273710782932,VER
20,317.06704647155755,316.3926535747368,VER
21,315.7857145904762,313.04969153156964,VER
22,129.20449801549108,125.93481346206413,VER
23,200.6587467942093,188.5951299719053,VER
24,263.6395461263238,269.885820787117,HAM
25,268.7083328,283.7,HAM
