Minisector,HAM,NOR,Fastest
0,252.09361830275554,254.7714910054136,NOR
1,281.57458325333334,281.98999984,NOR
2,171.96249462275216,162.56129088027973,HAM
3,169.97526149380494,172.96162038112027,NOR
4,261.19617634707777,262.0467260626474,NOR
5,264.3632597017811,269.6742700051948,NOR
6,219.8441744005983,221.55049703870034,NOR
7,206.43102483885212,199.09310377931035,HAM
8,158.15607825162905,160.02421219394708,NOR
9,220.04887876923078,230.7803169827262,NOR
10,273.8818181818182,277.82458277333336,NOR
11,127.53026165830957,125.65583595236039,HAM
12,218.9455284167383,226.99607461279876,NOR
13,272.73636363636365,274.66567385396826,NOR
14,290.13520837333334,289.77023786666666,HAM
15,294.975,295.2654165866667,NOR
16,219.78192239858907,199.51611573333332,HAM
17,135.21884454545454,140.78333361951218,NOR
18,140.15027046786443,142.7334372861175,NOR
19,124.97925481499495,125.87733532979695,NOR
20,222.26210542292662,234.26204732458635,NOR
21,245.36904730209525,261.99124085130853,NOR
22,235.36763457634888,227.8882729226223,HAM
23,211.74209820689654,205.87209913340854,HAM
24,147.4552390404584,146.12001427471023,HAM
