Minisector,RUS,GAS,Fastest
0,299.55114181925927,300.6179564005772,GAS
1,218.62849319418027,188.85862271465098,RUS
2,206.08529499979798,213.78739174464988,GAS
3,268.2867103638247,271.0230935039171,GAS
4,234.17723596772487,246.97901564559942,GAS
5,122.94633359564955,120.62546214739264,RUS
6,207.2913910418328,194.39238393106575,RUS
7,240.4242419668687,238.35138614624339,RUS
8,238.69029375542752,236.84236021729788,RUS
9,222.9864385590062,230.36720395781336,GAS
10,277.22054400438327,287.12226392554487,GAS
11,308.03365338085183,308.05554720914284,GAS
12,319.8874998736842,318.04313756101095,RUS
13,321.84714592144934,314.4520063344879,RUS
14,314.87452402539685,311.0,RUS
15,248.87005463219998,311.0,GAS
16,229.65115355115987,236.11188468073652,GAS
17,282.0817328279035,263.5816129968166,RUS
18,291.931050885545,289.346587144127,RUS
19,159.68241253353793,201.86389462564938,GAS
20,196.88795730592977,162.82792381212644,RUS
21,189.00188637218506,196.78903859220637,GAS
22,129.03885124817162,121.67479018458123,RUS
23,227.36689418184207,182.6851427937628,RUS
24,268.9503010488363,277.29237278288906,GAS
25,291.93457085299855,298.6067705066667,GAS
