Minisector,VER,NOR,Fastest
0,288.0891044990476,285.37336053958876,VER
1,298.2032904719577,296.2197883653184,VER
2,302.35254627555554,301.1437603630476,VER
3,298.66561967411195,295.8441432611241,VER
4,207.09061626258205,203.11592877538462,VER
5,225.27703715534602,225.47664005789622,NOR
6,267.7148678735238,270.12706903945576,NOR
7,274.49785137870134,269.36558773870536,VER
8,205.4841099372567,202.01633612321604,VER
9,149.6722356831273,148.71988647029778,VER
10,186.86607136547713,183.783324032,VER
11,264.4196575289358,263.78149303299904,VER
12,254.13900713904764,254.54569744969695,NOR
13,236.07519390014428,233.58602536019862,VER
14,273.58916737414245,270.5549042707692,VER
15,173.69565972297428,176.71480284641066,NOR
16,226.86888929885492,222.44965344449017,VER
17,241.88268915878788,242.06728180102562,NOR
18,136.65103681480883,133.62784051263185,VER
19,243.4455159429777,243.01965975180377,VER
20,284.874821932309,283.2108312817778,VER
21,250.83191977553565,251.02426859537414,NOR
22,145.7662650961308,144.98029314785492,VER
23,213.87824736240603,218.07503671706726,NOR
24,269.269555359623,268.3853723187605,VER
25,,281.0156248,NOR
