Minisector,HAM,BOT,Fastest
0,278.70165003519134,276.9809084471609,HAM
1,297.99230106478325,296.8944444888889,HAM
2,294.27604732026714,292.6165397921453,HAM
3,186.72728923977766,187.89973813583356,BOT
4,119.81700245475825,119.86469431585638,BOT
5,236.18884538494623,235.49785051499492,HAM
6,285.4973260576535,283.36986325038936,HAM
7,296.5652776,290.21283255466665,HAM
8,181.90195095321263,179.14481528093376,HAM
9,142.27977935667357,139.09953197345445,HAM
10,248.88520228045977,250.39864573548658,BOT
11,288.5971199918777,288.37319253984987,HAM
12,298.5468993968254,298.2876732888889,HAM
13,277.96656506765027,278.38408875018314,BOT
14,297.667067454164,294.43725165640103,HAM
15,300.5436257206349,292.3334994773333,HAM
16,252.6366508514666,250.07106082294055,HAM
17,225.55168322480617,220.89962191515153,HAM
18,280.59785111622693,275.8942934421899,HAM
19,302.4512155111111,298.8330002773333,HAM
20,303.53896512378157,298.1639562180665,HAM
21,235.7536632190476,232.19648359386397,HAM
22,261.82231701694866,256.9784399521658,HAM
23,142.11763170990167,138.86783164096352,HAM
24,211.86813885490196,213.5760170064845,BOT
25,258.5833386666667,,HAM
