Minisector,HAM,NOR,Fastest
0,258.2280481616162,255.99750432000002,HAM
1,127.82346579506991,129.2842454432168,NOR
2,201.55075640098764,197.06962623558897,HAM
3,246.94964719267978,247.19641813679655,NOR
4,253.78950440804232,256.5984772854701,NOR
5,173.4297358935873,172.97829843682538,HAM
6,146.56749790861662,140.535181363552,HAM
7,187.15405291843553,171.29116549307815,HAM
8,99.33344590828584,98.16889323391102,HAM
9,71.79420967373231,69.24349237842539,HAM
10,97.20979987504762,88.43363269435098,HAM
11,181.7380265893273,171.81909369825107,HAM
12,243.4651784137143,243.19778754461538,HAM
13,267.83694465094015,268.6125114240736,NOR
14,279.42776484500763,279.0668905745455,HAM
15,117.86460042544061,116.36200739355341,HAM
16,145.51510778405586,136.7927159175109,HAM
17,187.0396795043771,187.74842099580772,NOR
18,195.35630984126982,197.31417170462336,NOR
19,210.19714924632575,218.1430780978457,NOR
20,132.65069271344763,132.5003497485494,HAM
21,115.95774375575681,116.2990087772134,NOR
22,95.4767117132141,87.12933468975544,HAM
23,194.53888300771956,186.7541722478288,HAM
24,249.302240040777,245.76637817517872,HAM
25,263.26785645714284,263.63,NOR
